Ticker,IssueDate,AssetClass,Industry,sub-industry,Maturity,AnnounceDate,MtyType,Currency,%Women,%IndependentDirectors,AmtIssued,CouponType,BBGComposite,S&PRating,MoodyRating,Country/Region,CO2perEnergy,CO2perSales,CO2perEmployee
ACAFP,9/28/2018,Corporates,Bank,Banks,9/28/2021,9/26/2018,CALLABLE,USD,#N/A N/A,#N/A N/A,830000,STEP CPN,A+,A+,Aa3,FRANCE,#N/A N/A,#N/A N/A,#N/A N/A
ACAFP,9/28/2018,Corporates,Bank,Banks,9/28/2020,9/26/2018,CALLABLE,USD,#N/A N/A,#N/A N/A,1606000,FIXED,NR,NR,WR,FRANCE,#N/A N/A,#N/A N/A,#N/A N/A
NYSVFI,12/3/2018,Corporates,Financial,Consumer Finance,12/3/2020,8/21/2018,AT MATURITY,SEK,#N/A N/A,#N/A N/A,80232232,FLOATING,#N/A N/A,#N/A N/A,#N/A N/A,SWEDEN,#N/A N/A,#N/A N/A,#N/A N/A
BAC,11/21/2013,Corporates,Bank,Diversified Banks,11/21/2016,11/18/2013,AT MATURITY,USD,35.29410172,94.11759949,500000000,FIXED,NR,NR,WR,UNITED STATES,336.9898752,7.584024238,3.338145655
ACAFP,7/2/2014,Corporates,Bank,Banks,6/20/2018,6/18/2014,AT MATURITY,AUD,#N/A N/A,#N/A N/A,42663602,FIXED,NR,#N/A N/A,WR,FRANCE,#N/A N/A,#N/A N/A,#N/A N/A
ACAFP,7/8/2013,Corporates,Bank,Banks,7/9/2020,6/25/2013,AT MATURITY,BRL,#N/A N/A,#N/A N/A,376231.25,FIXED,NR,#N/A N/A,WR,FRANCE,#N/A N/A,#N/A N/A,#N/A N/A
ACAFP,2/14/2014,Corporates,Bank,Banks,2/14/2018,1/28/2014,AT MATURITY,TRY,#N/A N/A,#N/A N/A,68683950,FIXED,NR,#N/A N/A,WR,FRANCE,#N/A N/A,#N/A N/A,#N/A N/A
ACAFP,3/5/2014,Corporates,Bank,Banks,3/5/2018,2/6/2014,AT MATURITY,JPY,#N/A N/A,#N/A N/A,123676299.6,FIXED,NR,#N/A N/A,WR,FRANCE,#N/A N/A,#N/A N/A,#N/A N/A
ACAFP,7/29/2014,Corporates,Bank,Banks,7/30/2019,7/11/2014,AT MATURITY,JPY,#N/A N/A,#N/A N/A,979096,VARIABLE,NR,#N/A N/A,WR,FRANCE,#N/A N/A,#N/A N/A,#N/A N/A
ADSEMI,7/24/2014,Corporates,Industrial,Semiconductors,7/24/2017,7/17/2014,AT MATURITY,USD,0,0,300000000,FIXED,NR,#N/A N/A,#N/A N/A,CAYMAN ISLANDS,#N/A N/A,#N/A N/A,#N/A N/A
RIKSHM,5/20/2014,Corporates,REIT,Real Estate,5/20/2016,5/14/2014,AT MATURITY,SEK,#N/A N/A,#N/A N/A,15171700,FLOATING,#N/A N/A,#N/A N/A,#N/A N/A,SWEDEN,#N/A N/A,#N/A N/A,#N/A N/A
ACAFP,6/2/2014,Corporates,Bank,Banks,6/4/2018,5/15/2014,AT MATURITY,JPY,#N/A N/A,#N/A N/A,74855437.6,FIXED,NR,#N/A N/A,WR,FRANCE,#N/A N/A,#N/A N/A,#N/A N/A
ARISES,9/8/2014,Corporates,Industrial,Power Generation,9/8/2017,8/25/2014,CALLABLE,SEK,20,80,49312900,FLOATING,#N/A N/A,#N/A N/A,#N/A N/A,SWEDEN,#N/A N/A,#N/A N/A,#N/A N/A
TSLAEN,6/18/2015,Corporates,Industrial,Renewable Energy,6/18/2018,6/15/2015,AT MATURITY,USD,22.22220039,77.77780151,10000000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,UNITED STATES,#N/A N/A,#N/A N/A,#N/A N/A
TSLAEN,6/18/2015,Corporates,Industrial,Renewable Energy,6/18/2020,6/15/2015,AT MATURITY,USD,22.22220039,77.77780151,10000000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,UNITED STATES,#N/A N/A,#N/A N/A,#N/A N/A
TERP,6/11/2015,Corporates,Industrial,Power Generation,2/1/2023,6/8/2015,CALLABLE,USD,#N/A Field Not Applicable,#N/A Field Not Applicable,150000000,FUNGED,NR,NR,Caa1,UNITED STATES,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable
ENNAEN,5/16/2014,Corporates,Industrial,Renewable Energy,5/16/2019,5/16/2014,CALL/SINK,EUR,#N/A Field Not Applicable,#N/A Field Not Applicable,4384640,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,ITALY,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable
ACAFP,6/23/2015,Corporates,Bank,Banks,6/27/2018,6/5/2015,AT MATURITY,INR,#N/A N/A,#N/A N/A,3932500,FIXED,NR,#N/A N/A,WR,FRANCE,#N/A N/A,#N/A N/A,#N/A N/A
ACAFP,11/26/2014,Corporates,Bank,Banks,11/28/2018,11/7/2014,AT MATURITY,IDR,#N/A N/A,#N/A N/A,2631577.6,FIXED,NR,#N/A N/A,WR,FRANCE,#N/A N/A,#N/A N/A,#N/A N/A
ACAFP,12/19/2014,Corporates,Bank,Banks,12/18/2019,11/28/2014,AT MATURITY,INR,#N/A N/A,#N/A N/A,16560810,FIXED,NR,#N/A N/A,WR,FRANCE,#N/A N/A,#N/A N/A,#N/A N/A
RIKSHM,12/5/2014,Corporates,REIT,Real Estate,6/5/2017,11/28/2014,AT MATURITY,SEK,#N/A N/A,#N/A N/A,33100500,FLOATING,#N/A N/A,#N/A N/A,#N/A N/A,SWEDEN,#N/A N/A,#N/A N/A,#N/A N/A
TSLAEN,3/26/2015,Corporates,Industrial,Renewable Energy,3/26/2016,3/16/2015,AT MATURITY,USD,22.22220039,77.77780151,65000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,UNITED STATES,#N/A N/A,#N/A N/A,#N/A N/A
TSLAEN,3/26/2015,Corporates,Industrial,Renewable Energy,3/26/2018,3/23/2015,AT MATURITY,USD,22.22220039,77.77780151,18000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,UNITED STATES,#N/A N/A,#N/A N/A,#N/A N/A
TSLAEN,3/26/2015,Corporates,Industrial,Renewable Energy,3/26/2020,3/23/2015,AT MATURITY,USD,22.22220039,77.77780151,222000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,UNITED STATES,#N/A N/A,#N/A N/A,#N/A N/A
WALLB,3/25/2015,Corporates,REIT,Real Estate,3/25/2019,3/18/2015,AT MATURITY,SEK,40,60,58930000,FLOATING,#N/A N/A,#N/A N/A,#N/A N/A,SWEDEN,34.55476031,1.435978871,15.07777815
PAPREC,3/27/2015,Corporates,Industrial,Waste & Environment Services & Equipment,4/1/2023,3/20/2015,CALLABLE,EUR,#N/A Field Not Applicable,#N/A Field Not Applicable,201685150,FIXED,NR,NR,WR,FRANCE,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable
PAPREC,3/27/2015,Corporates,Industrial,Waste & Environment Services & Equipment,4/1/2022,3/20/2015,CALLABLE,EUR,#N/A Field Not Applicable,#N/A Field Not Applicable,566898800,FIXED,NR,NR,WR,FRANCE,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable
TSLAEN,4/2/2015,Corporates,Industrial,Renewable Energy,4/2/2016,3/30/2015,AT MATURITY,USD,22.22220039,77.77780151,95000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,UNITED STATES,#N/A N/A,#N/A N/A,#N/A N/A
TSLAEN,4/2/2015,Corporates,Industrial,Renewable Energy,4/2/2018,3/30/2015,AT MATURITY,USD,22.22220039,77.77780151,165000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,UNITED STATES,#N/A N/A,#N/A N/A,#N/A N/A
TSLAEN,4/2/2015,Corporates,Industrial,Renewable Energy,4/2/2020,3/30/2015,AT MATURITY,USD,22.22220039,77.77780151,24000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,UNITED STATES,#N/A N/A,#N/A N/A,#N/A N/A
TSLAEN,4/9/2015,Corporates,Industrial,Renewable Energy,4/9/2016,4/6/2015,AT MATURITY,USD,22.22220039,77.77780151,276000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,UNITED STATES,#N/A N/A,#N/A N/A,#N/A N/A
TSLAEN,4/9/2015,Corporates,Industrial,Renewable Energy,4/9/2018,4/6/2015,AT MATURITY,USD,22.22220039,77.77780151,15000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,UNITED STATES,#N/A N/A,#N/A N/A,#N/A N/A
TSLAEN,4/9/2015,Corporates,Industrial,Renewable Energy,4/9/2020,4/6/2015,AT MATURITY,USD,22.22220039,77.77780151,10000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,UNITED STATES,#N/A N/A,#N/A N/A,#N/A N/A
TSLAEN,4/23/2015,Corporates,Industrial,Renewable Energy,4/23/2016,4/20/2015,AT MATURITY,USD,22.22220039,77.77780151,3000000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,UNITED STATES,#N/A N/A,#N/A N/A,#N/A N/A
TSLAEN,4/23/2015,Corporates,Industrial,Renewable Energy,4/23/2018,4/20/2015,AT MATURITY,USD,22.22220039,77.77780151,10000000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,UNITED STATES,#N/A N/A,#N/A N/A,#N/A N/A
TSLAEN,4/23/2015,Corporates,Industrial,Renewable Energy,4/23/2020,4/20/2015,AT MATURITY,USD,22.22220039,77.77780151,10000000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,UNITED STATES,#N/A N/A,#N/A N/A,#N/A N/A
ACAFP,11/28/2014,Corporates,Bank,Banks,11/28/2018,11/19/2014,AT MATURITY,TRY,#N/A N/A,#N/A N/A,12293135.4,FIXED,NR,NR,WR,FRANCE,#N/A N/A,#N/A N/A,#N/A N/A
ACAFP,11/28/2014,Corporates,Bank,Banks,5/28/2019,11/19/2014,AT MATURITY,AUD,#N/A N/A,#N/A N/A,49259872.5,FIXED,NR,NR,WR,FRANCE,#N/A N/A,#N/A N/A,#N/A N/A
ACAFP,11/28/2014,Corporates,Bank,Banks,11/27/2019,11/19/2014,AT MATURITY,USD,#N/A N/A,#N/A N/A,16900000,FIXED,NR,NR,WR,FRANCE,#N/A N/A,#N/A N/A,#N/A N/A
RIKSHM,12/2/2014,Corporates,REIT,Real Estate,12/2/2016,11/25/2014,AT MATURITY,SEK,#N/A N/A,#N/A N/A,26607200,FLOATING,#N/A N/A,#N/A N/A,#N/A N/A,SWEDEN,#N/A N/A,#N/A N/A,#N/A N/A
TSLAEN,3/19/2015,Corporates,Industrial,Renewable Energy,3/19/2016,3/16/2015,AT MATURITY,USD,22.22220039,77.77780151,171000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,UNITED STATES,#N/A N/A,#N/A N/A,#N/A N/A
TSLAEN,3/19/2015,Corporates,Industrial,Renewable Energy,3/19/2018,3/16/2015,AT MATURITY,USD,22.22220039,77.77780151,105000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,UNITED STATES,#N/A N/A,#N/A N/A,#N/A N/A
TSLAEN,3/19/2015,Corporates,Industrial,Renewable Energy,3/19/2020,3/16/2015,AT MATURITY,USD,22.22220039,77.77780151,2800000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,UNITED STATES,#N/A N/A,#N/A N/A,#N/A N/A
FASTIG,3/19/2014,Corporates,REIT,Real Estate,3/19/2019,3/13/2014,AT MATURITY,SEK,66.66670227,55.55559921,78680000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,SWEDEN,55.94328265,1.737938858,41.55631277
ACAFP,1/30/2014,Corporates,Bank,Banks,1/31/2017,1/10/2014,AT MATURITY,TRY,#N/A N/A,#N/A N/A,16857940,FIXED,NR,#N/A N/A,WR,FRANCE,#N/A N/A,#N/A N/A,#N/A N/A
ULFP,6/3/2014,Corporates,REIT,Real Estate,6/3/2019,5/23/2014,AT MATURITY,SEK,#N/A N/A,#N/A N/A,127223750,FIXED,NR,NR,#N/A N/A,SWEDEN,#N/A N/A,#N/A N/A,#N/A N/A
ULFP,6/3/2014,Corporates,REIT,Real Estate,6/3/2019,5/23/2014,AT MATURITY,SEK,#N/A N/A,#N/A N/A,97288750,FLOATING,NR,NR,#N/A N/A,SWEDEN,#N/A N/A,#N/A N/A,#N/A N/A
ACAFP,5/29/2014,Corporates,Bank,Banks,5/30/2019,5/23/2014,AT MATURITY,JPY,#N/A N/A,#N/A N/A,3257728.48,VARIABLE,NR,#N/A N/A,WR,FRANCE,#N/A N/A,#N/A N/A,#N/A N/A
ACAFP,1/27/2014,Corporates,Bank,Banks,1/25/2018,1/10/2014,AT MATURITY,JPY,#N/A N/A,#N/A N/A,103741363.8,FIXED,NR,#N/A N/A,WR,FRANCE,#N/A N/A,#N/A N/A,#N/A N/A
ACAFP,6/26/2014,Corporates,Bank,Banks,9/25/2017,5/14/2014,AT MATURITY,BRL,#N/A N/A,#N/A N/A,5029221.3,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,FRANCE,#N/A N/A,#N/A N/A,#N/A N/A
ACAFP,10/28/2014,Corporates,Bank,Banks,10/29/2019,9/30/2014,AT MATURITY,INR,#N/A N/A,#N/A N/A,26967765,FIXED,NR,#N/A N/A,WR,FRANCE,#N/A N/A,#N/A N/A,#N/A N/A
FASFOR,10/10/2014,Corporates,REIT,Real Estate,10/10/2019,10/2/2014,AT MATURITY,SEK,#N/A N/A,#N/A N/A,55376000,FLOATING,#N/A N/A,#N/A N/A,#N/A N/A,SWEDEN,#N/A N/A,#N/A N/A,#N/A N/A
ACAFP,11/25/2013,Corporates,Bank,Banks,11/26/2018,10/31/2013,AT MATURITY,MXN,#N/A N/A,#N/A N/A,19974266,FIXED,NR,#N/A N/A,WR,FRANCE,#N/A N/A,#N/A N/A,#N/A N/A
ACAFP,11/26/2014,Corporates,Bank,Banks,11/27/2017,11/7/2014,AT MATURITY,BRL,#N/A N/A,#N/A N/A,4399472,FIXED,NR,#N/A N/A,WR,FRANCE,#N/A N/A,#N/A N/A,#N/A N/A
FASTIG,4/24/2014,Corporates,REIT,Real Estate,10/24/2016,4/14/2014,AT MATURITY,SEK,66.66670227,55.55559921,152158000,FLOATING,#N/A N/A,#N/A N/A,#N/A N/A,SWEDEN,55.94328265,1.737938858,41.55631277
FASTIG,11/18/2014,Corporates,REIT,Real Estate,11/18/2019,11/7/2014,AT MATURITY,SEK,66.66670227,55.55559921,67903000,FLOATING,#N/A N/A,#N/A N/A,#N/A N/A,SWEDEN,55.94328265,1.737938858,41.55631277
ACAFP,11/28/2014,Corporates,Bank,Banks,11/27/2019,11/19/2014,AT MATURITY,NZD,#N/A N/A,#N/A N/A,18045110,FIXED,NR,NR,WR,FRANCE,#N/A N/A,#N/A N/A,#N/A N/A
TSLAEN,4/30/2015,Corporates,Industrial,Renewable Energy,4/30/2016,4/27/2015,AT MATURITY,USD,22.22220039,77.77780151,3000000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,UNITED STATES,#N/A N/A,#N/A N/A,#N/A N/A
TSLAEN,5/14/2015,Corporates,Industrial,Renewable Energy,5/14/2018,5/11/2015,AT MATURITY,USD,22.22220039,77.77780151,10000000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,UNITED STATES,#N/A N/A,#N/A N/A,#N/A N/A
TSLAEN,5/14/2015,Corporates,Industrial,Renewable Energy,5/14/2020,5/11/2015,AT MATURITY,USD,22.22220039,77.77780151,10000000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,UNITED STATES,#N/A N/A,#N/A N/A,#N/A N/A
TSLAEN,5/14/2015,Corporates,Industrial,Renewable Energy,5/14/2016,5/11/2015,AT MATURITY,USD,22.22220039,77.77780151,3000000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,UNITED STATES,#N/A N/A,#N/A N/A,#N/A N/A
ACAFP,11/25/2014,Corporates,Bank,Banks,11/21/2019,11/7/2014,AT MATURITY,AUD,#N/A N/A,#N/A N/A,27273920,FIXED,NR,#N/A N/A,WR,FRANCE,#N/A N/A,#N/A N/A,#N/A N/A
TSLAEN,10/15/2014,Corporates,Industrial,Renewable Energy,10/15/2015,10/15/2014,AT MATURITY,USD,22.22220039,77.77780151,10000000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,UNITED STATES,#N/A N/A,#N/A N/A,#N/A N/A
TSLAEN,7/2/2015,Corporates,Industrial,Renewable Energy,7/2/2020,6/29/2015,AT MATURITY,USD,22.22220039,77.77780151,10000000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,UNITED STATES,#N/A N/A,#N/A N/A,#N/A N/A
ACAFP,11/25/2014,Corporates,Bank,Banks,11/21/2019,11/7/2014,AT MATURITY,MXN,#N/A N/A,#N/A N/A,25621540,FIXED,NR,#N/A N/A,WR,FRANCE,#N/A N/A,#N/A N/A,#N/A N/A
TSLAEN,10/15/2014,Corporates,Industrial,Renewable Energy,10/15/2016,10/15/2014,AT MATURITY,USD,22.22220039,77.77780151,10000000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,UNITED STATES,#N/A N/A,#N/A N/A,#N/A N/A
TSLAEN,10/15/2014,Corporates,Industrial,Renewable Energy,10/15/2017,10/15/2014,AT MATURITY,USD,22.22220039,77.77780151,10000000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,UNITED STATES,#N/A N/A,#N/A N/A,#N/A N/A
TSLAEN,5/21/2015,Corporates,Industrial,Renewable Energy,5/21/2020,5/18/2015,AT MATURITY,USD,22.22220039,77.77780151,10000000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,UNITED STATES,#N/A N/A,#N/A N/A,#N/A N/A
SKABSS,4/8/2014,Corporates,Financial,Industrial Other,4/8/2019,4/1/2014,AT MATURITY,SEK,30,50,130886400,FLOATING,#N/A N/A,#N/A N/A,#N/A N/A,SWEDEN,201.0446479,1.43909973,6.586863641
NOELEK,11/13/2014,Corporates,Industrial,Utilities,11/13/2017,11/4/2014,AT MATURITY,NOK,#N/A Field Not Applicable,#N/A Field Not Applicable,36844000,FLOATING,#N/A N/A,#N/A N/A,#N/A N/A,NORWAY,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable
TSLAEN,7/2/2015,Corporates,Industrial,Renewable Energy,7/2/2018,6/29/2015,AT MATURITY,USD,22.22220039,77.77780151,10000000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,UNITED STATES,#N/A N/A,#N/A N/A,#N/A N/A
NOELEK,11/13/2014,Corporates,Industrial,Utilities,11/13/2019,11/4/2014,AT MATURITY,NOK,#N/A Field Not Applicable,#N/A Field Not Applicable,58950400,FLOATING,#N/A N/A,#N/A N/A,#N/A N/A,NORWAY,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable
CENNZ,5/27/2013,Corporates,Industrial,Power Generation,5/27/2020,5/22/2013,AT MATURITY,NZD,42.85710144,100,40406750,FIXED,NR,BBB,#N/A N/A,NEW ZEALAND,#N/A N/A,445.8099601,987.0824385
ACAFP,2/25/2013,Corporates,Bank,Banks,8/24/2016,1/29/2013,AT MATURITY,BRL,#N/A N/A,#N/A N/A,3552395,FIXED,NR,#N/A N/A,WR,FRANCE,#N/A N/A,#N/A N/A,#N/A N/A
ACAFP,5/28/2015,Corporates,Bank,Banks,5/29/2018,5/13/2015,AT MATURITY,INR,#N/A N/A,#N/A N/A,4699980,FIXED,NR,#N/A N/A,WR,FRANCE,#N/A N/A,#N/A N/A,#N/A N/A
TSLAEN,5/29/2015,Corporates,Industrial,Renewable Energy,5/29/2018,5/26/2015,AT MATURITY,USD,22.22220039,77.77780151,10000000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,UNITED STATES,#N/A N/A,#N/A N/A,#N/A N/A
TSLAEN,5/29/2015,Corporates,Industrial,Renewable Energy,5/29/2020,5/26/2015,AT MATURITY,USD,22.22220039,77.77780151,10000000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,UNITED STATES,#N/A N/A,#N/A N/A,#N/A N/A
ANZ,6/3/2015,Corporates,Bank,Banks,6/3/2020,5/27/2015,AT MATURITY,AUD,33.33330154,88.88890076,467067000,FIXED,NR,NR,WR,AUSTRALIA,614.4178089,4.81327407,3.313884004
TSLAEN,6/11/2015,Corporates,Industrial,Renewable Energy,6/11/2018,6/8/2015,AT MATURITY,USD,22.22220039,77.77780151,10000000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,UNITED STATES,#N/A N/A,#N/A N/A,#N/A N/A
TSLAEN,5/21/2015,Corporates,Industrial,Renewable Energy,5/21/2018,5/18/2015,AT MATURITY,USD,22.22220039,77.77780151,10000000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,UNITED STATES,#N/A N/A,#N/A N/A,#N/A N/A
TSLAEN,6/11/2015,Corporates,Industrial,Renewable Energy,6/11/2020,6/8/2015,AT MATURITY,USD,22.22220039,77.77780151,10000000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,UNITED STATES,#N/A N/A,#N/A N/A,#N/A N/A
HEWIND,2/15/2016,Corporates,Industrial,Renewable Energy,8/15/2019,2/15/2016,AT MATURITY,INR,#N/A N/A,#N/A N/A,19076720,ZERO COUPON,#N/A N/A,#N/A N/A,#N/A N/A,INDIA,#N/A N/A,#N/A N/A,#N/A N/A
ACAFP,9/25/2014,Corporates,Bank,Banks,9/26/2017,9/5/2014,AT MATURITY,BRL,#N/A N/A,#N/A N/A,8673021,FIXED,NR,#N/A N/A,WR,FRANCE,#N/A N/A,#N/A N/A,#N/A N/A
TSLAEN,6/25/2015,Corporates,Industrial,Renewable Energy,6/25/2018,6/22/2015,AT MATURITY,USD,22.22220039,77.77780151,10000000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,UNITED STATES,#N/A N/A,#N/A N/A,#N/A N/A
ACAFP,6/25/2014,Corporates,Bank,Banks,6/26/2017,6/2/2014,AT MATURITY,BRL,#N/A N/A,#N/A N/A,7699283,FIXED,NR,#N/A N/A,WR,FRANCE,#N/A N/A,#N/A N/A,#N/A N/A
TSLAEN,10/16/2015,Corporates,Industrial,Renewable Energy,10/16/2016,10/13/2015,AT MATURITY,USD,22.22220039,77.77780151,5000000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,UNITED STATES,#N/A N/A,#N/A N/A,#N/A N/A
TSLAEN,10/16/2015,Corporates,Industrial,Renewable Energy,10/16/2020,10/13/2015,AT MATURITY,USD,22.22220039,77.77780151,5000000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,UNITED STATES,#N/A N/A,#N/A N/A,#N/A N/A
SHANPU,1/29/2016,Corporates,Bank,Banks,1/29/2019,1/20/2016,AT MATURITY,CNY,16.66670036,41.66669846,3042240000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,CHINA,#N/A N/A,#N/A N/A,#N/A N/A
GWNDLN,5/26/2016,Corporates,Industrial,Renewable Energy,#N/A Field Not Applicable,5/20/2016,PERP/CALL,CNY,11.1111002,33.33330154,152676000,VARIABLE,#N/A N/A,#N/A N/A,#N/A N/A,CHINA,260.0288395,2.497638776,15.65788238
WALLB,5/30/2016,Corporates,REIT,Real Estate,5/30/2018,5/20/2016,AT MATURITY,SEK,40,60,47953200,FLOATING,#N/A N/A,#N/A N/A,#N/A N/A,SWEDEN,34.55476031,1.435978871,15.07777815
ACAFP,6/28/2016,Corporates,Bank,Banks,1/24/2020,5/19/2016,AT MATURITY,BRL,#N/A N/A,#N/A N/A,3020690,FIXED,NR,#N/A N/A,WR,FRANCE,#N/A N/A,#N/A N/A,#N/A N/A
INDUBK,1/29/2016,Corporates,Bank,Banks,1/29/2019,1/25/2016,AT MATURITY,CNY,0,38.46149826,1521120000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,CHINA,#N/A N/A,0.138510749,0.862150945
SVEASK,3/1/2016,Governments,Industrial,Forest & Paper Products Manufacturing,3/1/2021,2/22/2016,AT MATURITY,SEK,#N/A N/A,#N/A N/A,34763700,FLOATING,#N/A N/A,#N/A N/A,#N/A N/A,SWEDEN,#N/A N/A,#N/A N/A,#N/A N/A
SVEASK,3/1/2016,Governments,Industrial,Forest & Paper Products Manufacturing,3/1/2021,2/22/2016,AT MATURITY,SEK,#N/A N/A,#N/A N/A,81115300,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,SWEDEN,#N/A N/A,#N/A N/A,#N/A N/A
TSLAEN,12/31/2015,Corporates,Industrial,Renewable Energy,12/31/2016,12/28/2015,AT MATURITY,USD,22.22220039,77.77780151,5000000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,UNITED STATES,#N/A N/A,#N/A N/A,#N/A N/A
SUFP,12/15/2015,Corporates,Industrial,Electrical Equipment Manufacturing,10/13/2025,12/8/2015,AT MATURITY,EUR,42.85710144,57.14289856,109238000,FUNGED,#N/A N/A,#N/A N/A,#N/A N/A,FRANCE,516.0698411,20.95417044,3.591331894
TSLAEN,12/31/2015,Corporates,Industrial,Renewable Energy,12/31/2018,12/28/2015,AT MATURITY,USD,22.22220039,77.77780151,5000000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,UNITED STATES,#N/A N/A,#N/A N/A,#N/A N/A
TSLAEN,12/31/2015,Corporates,Industrial,Renewable Energy,12/31/2020,12/28/2015,AT MATURITY,USD,22.22220039,77.77780151,5000000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,UNITED STATES,#N/A N/A,#N/A N/A,#N/A N/A
ACAFP,1/28/2016,Corporates,Bank,Banks,1/29/2019,1/5/2016,AT MATURITY,INR,#N/A N/A,#N/A N/A,1616571,FIXED,NR,#N/A N/A,WR,FRANCE,#N/A N/A,#N/A N/A,#N/A N/A
FASTIG,4/7/2016,Corporates,REIT,Real Estate,6/7/2018,3/30/2016,AT MATURITY,SEK,66.66670227,55.55559921,67392600,FLOATING,#N/A N/A,#N/A N/A,#N/A N/A,SWEDEN,55.94328265,1.737938858,41.55631277
TSLAEN,1/14/2016,Corporates,Industrial,Renewable Energy,1/14/2017,1/11/2016,AT MATURITY,USD,22.22220039,77.77780151,5000000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,UNITED STATES,#N/A N/A,#N/A N/A,#N/A N/A
TSLAEN,1/14/2016,Corporates,Industrial,Renewable Energy,1/14/2019,1/11/2016,AT MATURITY,USD,22.22220039,77.77780151,5000000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,UNITED STATES,#N/A N/A,#N/A N/A,#N/A N/A
YANTZE,8/30/2016,Corporates,Industrial,Power Generation,8/30/2019,8/25/2016,AT MATURITY,CNY,#N/A N/A,#N/A N/A,523999000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,CHINA,#N/A N/A,#N/A N/A,#N/A N/A
LMGRHL,10/8/2015,Corporates,Industrial,Renewable Energy,10/8/2020,9/29/2015,CALLABLE,NOK,#N/A N/A,#N/A N/A,58318125,FLOATING,#N/A N/A,#N/A N/A,#N/A N/A,DENMARK,#N/A N/A,#N/A N/A,#N/A N/A
TSLAEN,10/16/2015,Corporates,Industrial,Renewable Energy,10/16/2018,10/13/2015,AT MATURITY,USD,22.22220039,77.77780151,5000000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,UNITED STATES,#N/A N/A,#N/A N/A,#N/A N/A
CPFEBZ,10/4/2016,Corporates,Industrial,Renewable Energy,9/28/2021,9/28/2016,SINKABLE,BRL,0,28.57139969,61570600,FLOATING,#N/A N/A,#N/A N/A,#N/A N/A,BRAZIL,48.70088202,19.3695747,43.98397812
DNBNO,2/17/2015,Corporates,Bank,Banks,2/17/2020,2/10/2015,AT MATURITY,NOK,42.85710144,71.4285965,132851000,FLOATING,NR,#N/A N/A,WR,NORWAY,64.96603984,0.045033287,0.354311598
